periode_data,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
202206,2022-06-10,DKI4,56,82,44,26,49,36,82,"PM2,5",SEDANG
202206,2022-06-09,DKI4,65,97,51,27,34,46,97,"PM2,5",SEDANG
202206,2022-06-08,DKI4,65,110,44,18,54,25,110,"PM2,5",TIDAK SEHAT
202206,2022-06-07,DKI4,61,76,44,18,50,32,76,"PM2,5",SEDANG
202206,2022-06-06,DKI4,64,111,44,21,62,35,111,"PM2,5",TIDAK SEHAT
202206,2022-06-05,DKI4,62,116,45,15,87,27,116,"PM2,5",TIDAK SEHAT
202206,2022-06-04,DKI4,78,136,44,26,92,51,136,"PM2,5",TIDAK SEHAT
202206,2022-06-03,DKI2,51,68,44,20,72,36,72,O3,SEDANG
202206,2022-06-02,DKI4,56,100,44,15,76,33,100,"PM2,5",SEDANG
202207,2022-07-01,DKI4,73,111,49,15,87,31,111,"PM2,5",TIDAK SEHAT
202207,2022-07-31,DKI4,80,143,49,17,115,27,143,"PM2,5",TIDAK SEHAT
202207,2022-07-30,DKI4,66,118,49,15,95,22,118,"PM2,5",TIDAK SEHAT
202207,2022-07-29,DKI4,74,123,50,12,86,22,123,"PM2,5",TIDAK SEHAT
202207,2022-07-28,DKI4,82,132,50,16,90,30,132,"PM2,5",TIDAK SEHAT
202207,2022-07-27,DKI2,70,116,50,14,118,24,118,O3,TIDAK SEHAT
202207,2022-07-26,DKI4,67,110,49,16,85,20,110,"PM2,5",TIDAK SEHAT
202207,2022-07-25,DKI2,56,87,46,16,91,24,91,O3,SEDANG
202207,2022-07-24,DKI2,54,82,47,14,94,21,94,O3,SEDANG
202207,2022-07-23,DKI4,61,99,50,14,67,19,99,"PM2,5",SEDANG
202207,2022-07-22,DKI4,74,121,50,17,96,25,121,"PM2,5",TIDAK SEHAT
202207,2022-07-21,DKI2,75,110,50,15,114,28,114,O3,TIDAK SEHAT
202207,2022-07-20,DKI4,76,124,49,18,94,26,124,"PM2,5",TIDAK SEHAT
202207,2022-07-19,DKI4,75,114,50,15,98,25,114,"PM2,5",TIDAK SEHAT
202207,2022-07-18,DKI4,75,143,48,30,84,36,143,"PM2,5",TIDAK SEHAT
202207,2022-07-17,DKI4,59,89,48,28,51,36,89,"PM2,5",SEDANG
202207,2022-07-16,DKI4,36,59,46,15,48,31,59,"PM2,5",SEDANG
202207,2022-07-15,DKI4,58,86,49,12,65,18,86,"PM2,5",SEDANG
202207,2022-07-14,DKI4,85,125,47,25,57,33,125,"PM2,5",TIDAK SEHAT
202207,2022-07-13,DKI4,69,114,48,16,65,29,114,"PM2,5",TIDAK SEHAT
202207,2022-07-12,DKI4,77,123,49,17,84,28,123,"PM2,5",TIDAK SEHAT
202207,2022-07-11,DKI4,66,112,47,15,84,29,112,"PM2,5",TIDAK SEHAT
202207,2022-07-10,DKI4,63,93,47,13,84,19,93,"PM2,5",SEDANG
202207,2022-07-09,DKI2,61,93,48,13,107,25,107,O3,TIDAK SEHAT
202207,2022-07-08,DKI2,55,80,48,17,95,25,95,O3,SEDANG
202207,2022-07-07,DKI3,94,135,46,29,74,44,135,"PM2,5",TIDAK SEHAT
